EEG_CH1_RAW	EEG_CH1_BP_0p5_20
-249856	-219082.22
-455681	-211822.92
-238201	-205356.88
-357996	-199549.25
-364961	-194335.05
-250542	-189723.3
-454603	-185731.28
-235914	-182613.3
-359528	-180455.28
-374971	-179385.7
-261571	-179470.55
-456529	-180602.78
-237814	-182700.45
-362052	-185356.66
-375259	-188161.38
-261069	-190709.25
-457830	-192596.53
-242367	-193710.8
-361054	-193895.12
-378224	-193238.48
-265954	-191990.06
-459561	-190410.06
-243244	-188956.11
-359765	-187806.3
-379982	-187105.97
-263287	-186886.98
-459344	-186962.66
-243844	-187242.19
-357775	-187388.4
-382990	-187174.44
-265447	-186493.48
-460540	-185281.02
-248205	-183786.45
-359473	-182146.05
-383092	-180613.69
-271146	-179448.47
-462679	-178750.16
-250725	-178679.61
-358998	-179040.45
-384781	-179596.03
-267246	-180068.5
-462216	-180084.44
-253464	-179521.56
-359689	-178156.06
-390514	-175990.11
-276286	-173215.16
-465052	-170058.23
-260262	-167006.11
-360706	-164345.45
-390147	-162373.05
-272317	-161309.25
-464431	-161139.17
-260726	-161887.44
-363457	-163253.25
-393209	-164925.97
-275949	-166603.66
-465472	-167917.8
-262512	-168749.77
-362321	-168880.9
-393934	-168263.12
-278517	-166976.08
-466966	-165084.39
-265048	-162868.95
-360803	-160440.06
-395765	-157973.38
-280775	-155658.11
-467159	-153592.12
-267936	-152010.47
-360544	-150940.14
-393961	-150466.84
-276984	-150687.69
-466539	-151603.39
-267641	-153339.95
-361656	-155778.5
-393417	-158822.53
-273246	-162341.62
-466147	-166104.27
-267873	-169982.89
-359896	-173644.11
-394516	-176857.2
-276601	-179468.94
-467230	-181333.92
-270707	-182552.28
-362771	-183106.69
-394499	-183138.7
-276762	-182871.58
-467741	-182480.42
-271822	-182303.31
-361024	-182421.31
-395326	-182933.62
-277328	-183898.98
-467815	-185218.88
-273152	-186914.84
-363992	-188754.89
-398972	-190573.34
-281947	-192254.7
-468551	-193622.48
-274549	-194741.08
-362779	-195505.78
-399754	-195964.53
-278891	-196251.72
-468015	-196360.66
-273532	-196512.4
-359336	-196683.14
-402042	-196949.64
-284384	-197380.14
-469561	-197859.34
-276539	-198483.94
-364566	-199095.12
-403854	-199691.48
-287691	-200274.67
-471439	-200722.2
-280650	-201158.17
-361233	-201472.9
-404361	-201731.84
-289411	-201970.67
-471971	-202109.12
-283927	-202266.25
-365128	-202325.92
-407202	-202338.06
-292043	-202313.92
-473845	-202172.27
-292399	-202047.12
-366282	-201852.69
-408814	-201684.39
-293452	-201595.44
-474272	-201537.25
-290581	-201646.77
-368824	-201814.48
-414427	-202087.36
-300632	-202440.75
-475297	-202752.92
-287185	-203097.1
-367908	-203323.05
-414696	-203479.11
-304577	-203570.23
-476795	-203559.17
-285494	-203603.33
-365135	-203633.52
-417704	-203757.53
-306366	-204009.64
-478196	-204335.73
-292833	-204831.62
-368767	-205345.88
-419786	-205892.12
-312492	-206417.94
-481222	-206811.53
-301607	-207155.17
-369102	-207323.14
-423823	-207391.22
